Player Name,Team,Position,Games Played,Total Points
Michael Gordon,Buccaneers,DEF,14,151.25
Daniel Schultz,Steelers,RB,16,320.73
Cody Johnson,Steelers,TE,12,135.74
Robert Phillips,Lions,WR,15,278.85
Michael Fisher,Bengals,TE,1,3.35
Michael Sawyer,Buccaneers,WR,9,146.15
Stephen Miller,Chargers,TE,8,84.65
Robert Johnson,Bills,DEF,15,138.86
Matthew Gibbs,Falcons,K,14,100.28
Michael Klein,Bears,DEF,6,48.72
William Gilmore,Redskins,WR,15,268.66
Joseph Weaver,Buccaneers,DEF,15,170.09
Charles Hopkins,Jaguars,RB,2,33.79
Clayton Lynch,Seahawks,RB,15,302.7
Jonathan Hamilton,Falcons,RB,2,27.91
Martin Rodriguez,Chargers,WR,4,43.66
Justin Harper,Raiders,K,11,87.23
Wesley Mann,Panthers,QB,12,333.72
Sean Dougherty,49ers,WR,9,188.17
Corey Flores,Ravens,K,2,14.24
Justin Ruiz,Ravens,TE,16,160.43
Jimmy Hawkins,Seahawks,RB,3,65.01
James Arnold,Jaguars,QB,2,66.59
Justin Schmidt,Seahawks,K,6,50.23
Mark Tucker,Panthers,WR,6,95.04
Steven Osborne,Steelers,RB,7,147.03
Phillip Pineda,49ers,WR,12,230.29
Jesus Chandler,Browns,DEF,10,103.54
Adam Martinez,Dolphins,TE,1,5.82
Charles Johnson,Bears,K,10,84.35
Kevin Taylor,49ers,QB,3,93.43
Alexander Murray,Panthers,RB,1,23.18
Douglas George,Chiefs,DEF,5,51.67
Steven Chen,Panthers,WR,15,246.77
Michael Walker,Cowboys,K,13,94.91
Jonathan Wallace,Falcons,QB,9,245.38
Daniel Mcgrath,Redskins,TE,1,5.13
William Sosa,Bills,DEF,11,94.73
Stephen Parks,Falcons,QB,11,319.48
Todd Ayala,Steelers,WR,11,171.12
Charles Stephens,Buccaneers,QB,15,447.93
Brandon Wilson,Steelers,WR,2,26.37
Andrew Fisher,Giants,K,16,90.08
Andrew Maxwell,Browns,TE,4,42.6
Justin Merritt,Giants,TE,14,111.72
Andrew Hayes,Browns,K,6,41.35
Tim Boyle,Chargers,WR,1,19.75
James Lynch,49ers,TE,6,75.22
Brian Banks,Packers,QB,10,270.75
Adam Pruitt,Titans,WR,5,108.66
Elijah Green,Panthers,TE,9,92.65
Christopher Romero,Titans,K,9,59.95
Juan Smith,Jets,RB,11,221.42
Bobby Price,Browns,DEF,6,59.36
Aaron Christensen,Chargers,TE,9,105.65
Richard Ramirez,Jaguars,TE,16,190.84
Jonathan Perez,Packers,TE,8,70.3
Frank Burns,Dolphins,WR,10,174.15
Marcus Martin,Patriots,TE,8,93.29
Matthew Walsh,Saints,DEF,1,2.83
Peter Vance,Giants,K,10,79.62
David Lowe,49ers,QB,9,277.74
Preston Wyatt,Bengals,DEF,14,135.48
Andrew Thompson,49ers,DEF,7,75.38
Jeffrey Meza,Raiders,QB,1,17.19
Adam Bailey,Bears,TE,8,103.74
Dennis Valencia,Saints,TE,7,88.38
Eric Ward,Falcons,TE,15,160.3
Calvin Ellis,Cardinals,QB,6,154.22
Blake Salazar,Lions,RB,3,45.86
Carlos Valentine,Bengals,DEF,9,57.96
Gerald Ward,Chiefs,RB,6,94.4
James Petersen,Giants,TE,5,53.47
Oscar Howard,Ravens,DEF,10,111.8
Shawn Joseph,Steelers,RB,12,226.08
Carlos Ferguson,Packers,DEF,8,60.87
Shawn Pena,Cowboys,DEF,14,134.13
Earl White,Panthers,TE,12,121.54
John Henson,Cardinals,WR,3,57.78
Donald Holder,Bills,QB,11,319.19
Tyler Benson,Falcons,QB,12,349.96
Steven Brown,Lions,K,3,13.03
Joshua Simmons,Bills,WR,9,153.04
Anthony Blake,Browns,WR,14,257.53
Thomas Matthews,Saints,DEF,16,194.7
James Boyd,Browns,TE,16,141.71
Matthew Rich,Colts,DEF,14,150.67
Shane Robinson,Texans,K,11,95.04
Brian Rodriguez,Bengals,K,3,19.6
Ronald Moody,Steelers,RB,1,17.21
John Crawford,Lions,K,10,76.72
Eric Acosta,Texans,QB,3,70.09
Devin Howard,Seahawks,DEF,9,85.81
Shawn Rivers,Broncos,DEF,9,82.71
Kevin Aguirre,Cardinals,DEF,13,146.29
David Zhang,Eagles,K,7,62.94
Eduardo Holland,Chiefs,QB,1,29.81
Daniel Merritt,Redskins,TE,3,14.7
Kevin Cooke,Chargers,RB,15,290.88
Joel Wagner,Vikings,DEF,5,37.69
Jerry Reese,Patriots,QB,16,450.45
Michael Cooke,Giants,WR,6,142.98
Phillip Hampton,Seahawks,QB,11,321.56
Noah Campbell,Titans,RB,13,246.69
Jerry Harrison,Jaguars,K,16,78.75
Dustin Mcfarland,Chiefs,WR,4,49.43
David Cox,Cardinals,RB,8,126
Nicholas Hunt,Texans,DEF,7,61.31
Thomas Weeks,Bears,WR,6,118.67
Brandon Ortiz,Cowboys,RB,6,125.7
Tyler Rios,Raiders,TE,7,51.99
Brian Cole,Vikings,TE,11,87.33
Derek Johnson,Cardinals,RB,16,338.57
Juan Johnson,Texans,TE,14,154.46
Brian Young,Panthers,DEF,4,42.28
Stephen Tucker,Chiefs,RB,5,114.04
Mark Williams,Steelers,QB,10,282.45
Scott Douglas,Packers,WR,4,89.82
Daniel Frank,Saints,RB,5,118.1
James Davis,Steelers,TE,15,129.51
Jimmy Griffin,Titans,TE,13,101.49
Todd Anderson,Seahawks,TE,12,133.15
David Navarro,Saints,WR,10,186.37
Robert Estrada,49ers,DEF,1,4.78
Michael Rowe,Falcons,DEF,3,20.56
Joshua Jones,Chargers,DEF,4,42.7
Austin Phillips,Bills,DEF,3,21.67
Christopher Tucker,Patriots,WR,2,48.4
Wesley Smith,Cowboys,K,6,29.27
Joshua Rivera,Broncos,DEF,12,116.5
Dillon Trujillo,Steelers,RB,7,150.39
Nicholas Long,Patriots,WR,15,280.5
Daniel Schneider,Vikings,TE,14,158.67
Jimmy Martinez,Bears,TE,11,143.38
Anthony Taylor,Chiefs,K,14,102.41
Kevin Parker,Steelers,QB,9,227.55
Edward Meyer,Bears,WR,13,237.91
Michael Norris,Dolphins,TE,16,141.56
Christopher Williams,Colts,TE,16,149.53
Dennis White,Ravens,TE,8,89.11
Steven Walker,Steelers,WR,11,234.38
Chad Mcintosh,Cowboys,TE,5,46.59
Ruben Keller,Giants,TE,6,75.97
Christopher Schultz,Rams,QB,11,308.9
Allen Mcmillan,Jaguars,WR,8,127.8
Robert Morris,Redskins,WR,1,19.32
Daniel Jones,Eagles,K,11,91.26
John Ruiz,Bills,WR,11,214.66
Christian Hickman,Browns,WR,10,175.55
Jerry Nelson,Browns,TE,8,73.15
Ronnie Pearson,Ravens,DEF,14,115.91
Joseph Abbott,Bengals,TE,8,72.48
Frank Brown,Seahawks,RB,5,87.97
Christopher Salazar,Titans,DEF,10,94.38
Robert Johnson,Broncos,QB,16,483.74
Michael Robbins,Jaguars,WR,15,283.61
Stephen Martinez,Vikings,RB,9,195.2
Noah Brown,Texans,TE,6,72.72
Andre Fry,Texans,RB,2,40.41
Cameron Klein,Vikings,TE,8,69.76
Jeffrey Stephenson,Redskins,QB,7,164.62
Travis Lucas,Redskins,WR,9,170.46
Henry Davis,Giants,TE,7,95.96
Timothy Lyons,Seahawks,TE,9,87.98
William Baker,Giants,K,6,49.89
Justin Robinson,Saints,K,4,49.83
Joseph Patel,Patriots,WR,9,167.8
Adrian Johnson,Giants,WR,3,69.7
Joshua Gilbert,Redskins,TE,6,85.93
Scott Stephens,Chargers,QB,5,161.57
Matthew Fischer,Steelers,WR,2,53.4
Brandon Alexander,Vikings,K,5,39.01
Christopher Gordon,Ravens,K,4,35.87
Daniel Rojas,Lions,WR,10,201.1
Alex Moody,Cardinals,DEF,8,82.52
Joseph Brown,Cowboys,WR,8,82.27
John Tate,49ers,QB,2,54.65
Ian Murray,Steelers,WR,7,146.16
John Wagner,Chargers,TE,7,70.43
Michael Anderson,Giants,TE,9,84.22
John Bond,Colts,DEF,10,98.12
Michael Miller,Vikings,TE,14,135.55
Kevin Steele,Titans,RB,9,183.02
Matthew Stevenson,Jets,QB,10,279.95
Steven Fisher,Colts,QB,8,194.8
Derrick Cruz,Packers,QB,4,112.06
Joshua Miller,Packers,QB,14,435.64
Jason Jones,Texans,WR,3,60.01
Aaron Mcknight,Patriots,QB,9,236.97
Robert Soto,Buccaneers,DEF,5,60.1
Kyle Matthews,49ers,TE,7,76.5
David Welch,Cowboys,TE,13,162.46
Jesse Cross,Eagles,TE,12,117.84
Jeremy Miller,Patriots,TE,1,3.2
Jeffery Martinez,Broncos,DEF,3,25.89
Christian Ramirez,Browns,RB,2,41.38
John Garza,49ers,RB,4,84.35
Eric Hill,Lions,K,10,57.46
Ethan Roberts,Bengals,DEF,6,47.21
Richard Anderson,Saints,RB,11,229.26
Matthew Moore,Buccaneers,TE,8,49.67
Maurice Lewis,Patriots,WR,11,206.86
Louis Craig,Bears,TE,6,46.7
Brett Collins,Panthers,RB,4,90.47
Connor Jones,Cowboys,RB,11,194.78
Eric Raymond,Rams,K,3,19.36
Daryl Barnes,Jaguars,QB,16,466.48
Alexander Holland,Rams,K,6,38.78
Jason Mahoney,Browns,QB,10,292.26
Jordan Moore,Titans,TE,9,76.64
Mark Rodriguez,Browns,RB,15,275.07
Ryan Beard,Patriots,WR,16,225.15
Jeremy Stark,Ravens,RB,4,65.96
Bradley Zimmerman,Titans,K,15,115.37
Darren Fuentes,Bills,QB,2,68.04
Joshua Thompson,Ravens,WR,4,68.8
Richard Martinez,Bills,WR,8,161.9
Juan White,Eagles,QB,12,361.9
Jackson Hartman,Eagles,QB,4,106.25
Michael Luna,Raiders,RB,14,306.4
Steven Brown,Raiders,TE,11,106.9
Nathan Bauer,Cowboys,RB,2,34.24
Brian Downs,49ers,WR,3,48.07
Robert Barrett,Dolphins,DEF,1,14.46
Peter Hunt,Steelers,K,10,59.55
William Alvarado,Seahawks,DEF,15,133.39
Brett Bautista,Falcons,K,10,74.28
Michael Johnson,Buccaneers,WR,15,224.65
Keith Espinoza,Broncos,DEF,9,102.25
Patrick Cook,Raiders,K,10,77.88
Jeffrey Johnson,Giants,RB,9,191.22
Daniel Hernandez,Vikings,QB,4,112.74
Jason Williams,Packers,RB,3,53.12
Michael Torres,Raiders,RB,9,189.66
James Steele,Bears,RB,7,140.6
Daniel Vargas,Buccaneers,WR,12,181.24
Bryce Lopez,Browns,K,12,96.47
Marcus Foley,Chiefs,RB,9,170.65
Bruce Ortiz,Giants,WR,13,241.37
Richard Hudson,Texans,RB,3,65.99
Michael Espinoza,Browns,DEF,4,44.92
Richard Ryan,Texans,DEF,9,91.65
Ralph Hernandez,Buccaneers,TE,2,24.63
Jacob Sanchez,Broncos,DEF,16,128.23
Derrick Mcintyre,Colts,TE,14,151.86
Ryan Carroll,Lions,WR,4,68.77
Travis Hunter,Giants,WR,15,255.85
Kevin Williams,Chiefs,WR,1,6.55
Dustin Hernandez,Raiders,TE,14,178.28
David Wheeler,Titans,TE,4,42.35
Andrew Taylor,Seahawks,QB,16,467.19
Rickey Bradley,Panthers,QB,1,24.93
Mark Morales,Vikings,QB,7,202.75
Samuel Mccullough,Chiefs,WR,14,265.99
Daniel Dixon,Chiefs,TE,6,60.47
Seth Gonzales,Ravens,QB,16,456.06
Martin Shelton,Bills,DEF,6,90.36
Rodney Haley,Patriots,WR,2,45.41
David Casey,Rams,DEF,12,97.01
Keith Castro,Vikings,K,9,63.55
Joseph Anderson,Giants,DEF,7,66.59
John Cisneros,Jets,TE,16,199.46
James Arnold,Saints,RB,13,264.58
Ryan Washington,Cowboys,K,8,72.64
Troy Brewer,Giants,K,8,74.78
Harry Hill,Redskins,TE,1,19.61
Ronald Stokes,Titans,WR,9,167.38
Wayne Hurley,Bengals,K,13,87.33
Christopher Silva,Browns,QB,10,280.91
Jacob Hall,Chargers,K,2,11.08
Stephen Wolfe,Packers,RB,3,61.64
Stephen Prince,Eagles,TE,8,79.9
Noah Flores,Bengals,RB,9,159.1
John Griffin,Bears,K,5,24.59
Benjamin Cross,Ravens,TE,13,120.44
David Gilbert,Browns,RB,15,305.36
Jason Larson,Saints,QB,3,102.44
Phillip Levy,Saints,DEF,3,22.5
Wesley Hunter,Patriots,WR,8,136.66
Michael Williams,Rams,WR,8,131.39
Calvin Hernandez,Falcons,DEF,13,143.61
Bruce Wong,Ravens,DEF,14,173.22
Derrick Gay,Eagles,QB,14,377.65
Carlos Gonzalez,Falcons,TE,13,101.27
Mark Snyder,Cowboys,DEF,10,74.63
John Byrd,Packers,RB,1,11.73
Michael Hampton,Jaguars,WR,5,91.39
Alexander Travis,Panthers,WR,6,94.85
Zachary Turner,49ers,WR,6,130.42
Scott Richmond,Cowboys,TE,9,74.23
Joseph Stewart,Cardinals,K,1,7.39
Joel Alexander,Cowboys,RB,7,137.03
Shane Rice,Cowboys,WR,7,127.5
Robert Hughes,Patriots,RB,2,26.17
William Rhodes,Steelers,RB,11,200.95
David Smith,Jaguars,RB,4,88.69
Phillip Walsh,Giants,RB,5,94.51
Jimmy Fleming,Bengals,TE,10,69.68
Tyler Reynolds,Cardinals,DEF,4,27.2
Joshua Ayers,Patriots,TE,1,9.39
Andrew Wilson,Redskins,WR,4,70.44
Daniel Cooper,Bills,TE,2,18.95
Matthew Robles,Colts,QB,9,250.2
Jacob Keller,Vikings,RB,12,240.73
Robert Gray,Steelers,RB,8,166.79
Nathan Vasquez,Buccaneers,TE,16,159.24
Larry Williams,Giants,DEF,4,41.03
John Campbell,Cowboys,RB,10,190.82
Andrew Turner,Steelers,RB,4,77.23
Sergio Wells,Jaguars,K,5,46.24
James Martin,Lions,TE,5,67.26
George Ball,Buccaneers,TE,14,160.81
Matthew Taylor,Saints,QB,8,249.79
Michael Mack,Packers,WR,15,262.75
Randy Schneider,Lions,DEF,15,195.76
Brandon Jones,Panthers,QB,9,230.71
Eric Mooney,Chargers,TE,16,173.5
Nicholas Hampton,Eagles,RB,14,299.52
Wayne Shah,Bengals,DEF,9,86.16
Gregory Thompson,Ravens,RB,13,263.02
Anthony Moore,Buccaneers,WR,4,61.89
John Harris,Colts,WR,2,30.49
James Young,Colts,DEF,4,44.64
Robert Hensley,Titans,DEF,1,9.44
Kevin Coleman,Broncos,RB,15,309.27
Christopher Herrera,Bengals,DEF,4,58.05
Adam Hamilton,Chargers,K,1,10.84
Eddie Perry,Cardinals,WR,5,82.77
Joshua Wheeler,Packers,WR,1,12.13
Todd Thompson,Seahawks,DEF,12,128.32
William Pitts,Raiders,TE,3,19.15
Russell Hurst,Cardinals,QB,8,223.43
Dwayne Stephens,Lions,DEF,5,59.72
Timothy Fowler,Texans,K,4,26.11
David Bradley,Titans,RB,10,203.51
Jordan Hunter,Chiefs,QB,6,180.25
Andrew Scott,Chargers,DEF,14,149.82
Charles Stein,49ers,RB,11,202.99
Jason Jordan,Chiefs,K,5,38.13
Nathan Thompson,Patriots,TE,9,86.53
Adam Sanford,Chiefs,DEF,15,141.48
Mark Rose,Panthers,RB,15,309.31
Daniel Collins,Texans,RB,12,219.72
Albert Morales,Broncos,TE,10,111.59
Michael Williams,Steelers,RB,16,322.83
Mark Stevenson,Saints,RB,6,140.8
Christopher Romero,Chiefs,K,7,61.12
Dennis Rice,Giants,WR,6,121.89
Travis Stephens,Bengals,TE,15,154.71
Nathan Porter,Colts,K,1,14.63
Jason Sanders,Steelers,TE,6,53.06
Joseph Cooper,Redskins,TE,2,31.8
John Ross,Chiefs,DEF,9,94.13
Joel Kelley,Jets,RB,7,144.24
Daniel Hernandez,Cardinals,K,3,19.65
Christian Myers,Bills,RB,10,203.23
Michael Willis,Vikings,QB,2,55.02
Joseph Medina,Titans,QB,7,191.74
Samuel Castro,Cowboys,DEF,11,141.24
David Patterson,49ers,RB,6,133.12
George Rogers,Bengals,RB,12,253.5
John Rhodes,Seahawks,WR,13,221.73
Louis Thomas,Redskins,RB,5,89.95
Anthony Reed,Vikings,K,2,10.6
David Hahn,Patriots,K,15,93.63
Billy Barnes,Colts,RB,7,136.25
Neil Edwards,Packers,K,12,92.74
Austin Cox,Vikings,K,16,85.22
Jacob Rice,Browns,WR,8,160.63
Paul Williams,Saints,TE,1,0.95
Eric Smith,Chiefs,DEF,16,221.44
Kevin Bush,Cowboys,WR,4,86.3
Gary Chen,Giants,DEF,15,144.72
Justin Cline,Falcons,K,15,125.33
Derrick Mccormick,Chargers,DEF,1,11.2
Patrick Stone,Broncos,QB,15,408.72
Dylan Bennett,Texans,DEF,16,188.9
Joshua Barnett,Broncos,DEF,14,111.12
Keith Smith,Cardinals,RB,6,106.16
Donald Jackson,Titans,DEF,1,7.35
Timothy Hudson,Lions,TE,14,140.17
Jason Morrison,Chargers,K,9,76.04
Jeffery Fletcher,Jaguars,WR,15,306.33
David Chavez,Vikings,K,13,92.55
Mario Henderson,Titans,K,6,38.15
Michael Novak,49ers,TE,9,71.93
Mason Miller,Rams,DEF,14,162.99
Paul Bailey,Steelers,TE,1,5.68
Brandon Pham,Rams,QB,12,323.52
Adam Erickson,Panthers,K,6,59.91
Eugene Graves,Rams,TE,1,1.62
Kevin Webster,Broncos,DEF,12,126.15
Leonard Morgan,Patriots,WR,11,220.7
Jose Reynolds,Saints,K,4,46.7
Mark Stewart,Dolphins,RB,13,270.09
Michael Lindsey,Raiders,DEF,2,3.11
Michael Munoz,Lions,TE,11,92.46
Greg Mayer,Eagles,WR,15,246.32
David Goodwin,Redskins,TE,3,10.2
Evan Keller,Colts,RB,9,174.55
Corey Collins,Lions,WR,12,209.64
Howard Stuart,Colts,WR,8,121.28
Jordan Hayes,Panthers,K,14,118.83
Brian Singh,Eagles,DEF,1,18.32
Isaiah Turner,Packers,WR,1,26.07
Pedro Gould,Dolphins,TE,14,100.51
Jimmy Dennis,Raiders,K,9,60.03
Wesley Woods,Falcons,RB,4,85.41
William Ortiz,Broncos,K,8,56.68
Dan Sims,Saints,WR,14,248.05
Noah Davis,Vikings,QB,4,109.56
Nathan Gonzalez,Browns,QB,5,116.45
Samuel Carey,Lions,WR,16,285.03
Kyle Poole,Jaguars,TE,1,14.85
Sergio Lambert,Buccaneers,WR,12,212.63
Patrick Roberts,Saints,DEF,4,17.59
Lawrence Roberts,Saints,RB,7,117.88
David Taylor,Eagles,TE,3,34.64
Robert Bryan,Cardinals,WR,7,124.04
Juan Lee,Steelers,WR,6,100.56
Matthew Higgins,Cardinals,WR,3,57.37
Mark Hughes,Rams,TE,1,8.17
Aaron Oconnell,Dolphins,RB,9,163.1
William Alexander,Bears,RB,1,12.5
Michael Flores,Raiders,WR,12,243.95
David Brown,Eagles,RB,15,297.6
Brian Freeman,Packers,K,8,60.24
Michael Jones,Browns,RB,3,53.35
Kevin Cervantes,Bengals,DEF,5,77.99
Brett Davis,Patriots,DEF,12,134.9
Richard Johnson,Dolphins,TE,11,116.92
Richard Singh,Vikings,RB,10,204.68
Jason Ferguson,Redskins,K,13,89.45
Jeremy Walter,Browns,K,15,91.4
Jerry Ramirez,Colts,QB,8,241.44
Jay Ford,Bills,DEF,2,15.53
Steven Wright,Eagles,DEF,16,155.31
Joshua Stevens,Seahawks,TE,10,88.27
Tyler Valdez,Seahawks,DEF,7,38.19
Russell Smith,49ers,WR,7,113.89
Robert Johnson,Chiefs,DEF,15,175.07
Steven Blackburn,Raiders,TE,2,31.34
Daniel Austin,Buccaneers,TE,2,21.46
Phillip Lee,Saints,WR,14,214.06
Richard Humphrey,Giants,TE,11,89.37
Steven Velasquez,Jets,WR,2,33.35
Scott Collins,Jaguars,RB,9,185.07
Robert Martinez,Texans,K,14,96.91
William Stokes,Giants,WR,1,9.76
Kyle Shaw,Steelers,K,12,98.44
Evan Woods,Cardinals,TE,8,83.15
David Francis,Bengals,QB,1,30.16
Kyle Patel,Packers,TE,3,28.6
Eric Williamson,Ravens,WR,12,239.93
Trevor Stevens,Saints,WR,1,27.58
George Decker,Eagles,WR,9,201.61
Ryan Dickerson,Raiders,QB,15,446.15
Phillip Stevens,Chargers,TE,6,36.39
Eric Williams,Jets,TE,14,148.07
Ronald Johnson,Chiefs,TE,7,77.73
Joshua Berry,Broncos,RB,10,215.75
Casey Hart,Jaguars,TE,5,38.5
Christian Potter,Seahawks,QB,4,119.46
Philip Branch,Browns,WR,10,140.72
Garrett Townsend,Cowboys,DEF,14,114.25
James Davis,Panthers,RB,5,99.8
Michael Taylor,Chiefs,WR,13,270.5
Michael Bishop,Colts,QB,9,242.81
Richard Andrews,Broncos,DEF,12,132.32
Christopher Edwards,Colts,TE,10,152.48
Alexander Mcclain,Steelers,DEF,10,138.79
Julian Howard,Dolphins,DEF,8,96.35
Melvin Levy,Packers,QB,13,319
Michael Harmon,Cowboys,DEF,4,42.52
Jeffrey Jackson,Patriots,DEF,2,15.96
Jose Miller,Bengals,RB,6,113.35
Tyler Hernandez,Seahawks,K,8,50.94
John Taylor,Patriots,TE,13,114.77
Kenneth Gomez,Ravens,RB,4,62.83
John Foster,Dolphins,QB,1,39.94
Reginald Rogers,Buccaneers,TE,2,21.56
Jim Fox,Saints,QB,13,382.76
Richard Taylor,Seahawks,QB,4,69.05
Joseph Melton,Steelers,TE,13,135.87
Adam Cunningham,Titans,K,8,62.79
Joshua Norman,Jets,WR,14,275.37
Jonathan Brown,Steelers,WR,6,105.57
Roy Lozano,Bears,DEF,13,115.65
Steven Santos,Saints,TE,10,96.64
Thomas Norman,Chiefs,WR,10,133.77
Willie Johnson,Giants,WR,3,71.95
Joshua Jones,Giants,DEF,14,153.97
Anthony West,Chiefs,DEF,16,154.04
Jesse Shaw,Saints,WR,12,197.69
Corey Woodard,Falcons,TE,13,144.97
James Walton,Patriots,WR,12,246.12
Randy Wilson,Redskins,QB,7,158.66
Edward Bailey,Colts,DEF,11,82.63
Christopher Davis,49ers,WR,16,293.38
Martin Miller,Patriots,WR,16,279.52
Jacob Mcclure,Titans,WR,7,117.37
Anthony Whitaker,Cowboys,TE,6,54.81
William Howe,Buccaneers,QB,9,274.25
John Cox,Steelers,WR,6,111.42
David Thornton,Bears,QB,16,406.28
Joshua Jimenez,Colts,TE,16,144.82
Marcus Nguyen,Panthers,WR,7,115.24
Bernard Moore,Eagles,RB,15,284.04
Robert Phillips,Bengals,TE,14,137.07
Richard Mendez,Dolphins,TE,9,114.88
Stephen Davis,Cowboys,WR,7,119.53
Todd Ferguson,Raiders,WR,13,226.69
Matthew Lee,Saints,QB,13,368.15
Jason Jones,Patriots,K,8,36.58
Christopher Singleton,Browns,K,6,62.05
Dennis Strickland,Texans,K,9,71.2
Joseph Sexton,Broncos,QB,1,27.28
Jonathan Murphy,Texans,TE,8,84.12
William Armstrong,Raiders,RB,8,166.6
Anthony Marks,Bills,WR,15,297.68
Garrett Taylor,Jets,K,5,40.41
Steven Gonzalez,Raiders,RB,11,233.23
Timothy Howell,Bengals,WR,1,17.09
Caleb Norton,Lions,K,1,14.61
Brian Fowler,Rams,TE,5,37.32
Kevin Daniels,49ers,DEF,1,11.65
Ronald Huynh,Packers,TE,10,103.58
John Peters,Patriots,QB,10,259.72
Jason Stephenson,Panthers,K,8,43.81
Scott Garcia,Chiefs,WR,15,245.76
Joseph Ramirez,Panthers,RB,12,221.27
Scott Gonzales,Cardinals,QB,13,341.75
Jonathon Taylor,Dolphins,K,10,85.34
Lawrence Fleming,Titans,TE,14,143.87
Kenneth Rogers,Jets,DEF,1,18.41
Joshua Carter,Broncos,WR,10,176.16
Jonathan Peters,Bears,K,2,25.74
Adam Matthews,Bills,TE,9,82.77
Christopher Flores,Buccaneers,RB,13,271.68
Richard Phillips,Dolphins,RB,2,33.13
Clinton Foster,Patriots,RB,6,110.91
John Trujillo,Ravens,TE,10,84.9
Justin Allen,Lions,DEF,10,83.24
Ricardo Sanders,Texans,DEF,3,32.98
Joseph Williams,Bills,RB,8,177.99
Michael Compton,Titans,K,13,78.35
Brian Hamilton,Seahawks,DEF,5,51.8
Brian George,Chiefs,QB,6,176.94
Mark Moore,Chiefs,TE,13,124.35
Brett Davidson,Jets,DEF,14,121.43
Jerry Bradley,Chargers,TE,3,22.44
Brian Schmitt,Chargers,QB,4,98.82
John Dunn,Titans,DEF,14,127.73
James Reed,Rams,QB,10,281.49
David Walker,Patriots,DEF,6,91.17
Mark Burch,Titans,K,15,111.49
Randy Walker,Packers,DEF,16,131.2
Jonathan Austin,Raiders,K,16,120.46
James Novak,Chiefs,TE,13,148.24
Leroy Hernandez,Patriots,RB,15,274.63
Mitchell Choi,Panthers,K,9,59.37
Jeremy Burns,Dolphins,DEF,6,83.22
Matthew Wilson,Cardinals,QB,11,260.29
Wayne Strickland,Packers,RB,8,169.55
Cory Harris,Chiefs,QB,7,159.58
Steven Boyd,Falcons,K,5,29.58
William Thornton,Falcons,RB,1,23.81
Benjamin Bailey,Chiefs,TE,12,125.94
Michael Olson,Browns,DEF,15,146.46
Jesse Jackson,Saints,TE,1,10.64
Craig Gentry,Falcons,WR,5,80.02
Mark Short,Eagles,WR,6,108.17
Alex Vasquez,Bengals,RB,9,172.52
William Reid,Bills,WR,3,31.97
Samuel Zamora,Chiefs,TE,6,66.68
Tony Anderson,Patriots,WR,2,48.54
Matthew Kelly,Browns,DEF,3,41.2
Anthony White,Jaguars,DEF,8,98
Joseph Martinez,Raiders,WR,14,277.74
Jesse Wilcox,Vikings,K,13,99.98
Ricardo Schaefer,Lions,TE,11,126.3
Justin Daniel,Colts,DEF,4,40.29
Wyatt Jones,Redskins,WR,9,158.52
Mark Parker,Saints,RB,12,236.13
Daniel Bennett,Cowboys,TE,16,117.91
Jason Peck,Colts,DEF,12,111.54
William Smith,Colts,K,6,61.07
Shawn Simmons,Chiefs,WR,8,137.54
Justin Collins,Eagles,WR,13,200
Jason Sanders,Jets,QB,9,236.89
Eric Huff,Lions,DEF,1,14.86
Christopher Davis,Chargers,TE,5,32.9
Michael Reed,Cardinals,TE,4,28.42
Gregory Garcia,Rams,TE,13,103.69
Ryan Mcgrath,Giants,TE,8,99.11
Luke Anderson,Chargers,QB,9,258.95
Christopher Barber,Saints,RB,11,221.16
Michael Smith,Bills,DEF,9,106.59
Joseph Brown,Steelers,TE,13,139.87
Anthony Wu,Jets,TE,9,110.44
Mark Mullins,Dolphins,QB,4,100.73
Jason Scott,Chargers,WR,14,254.39
Michael Boyd,Panthers,WR,9,142.31
David Wagner,Ravens,QB,2,64.57
Charles Young,Rams,K,2,15.49
John Reeves,Redskins,WR,4,60.23
Jason Arnold,Vikings,DEF,6,51.62
Jesse Martinez,Ravens,RB,11,251.32
Juan Martin,Titans,WR,2,27.61
Kyle Nguyen,Bills,K,1,11.69
Christopher Young,Broncos,TE,12,115.77
Frank Johnson,Broncos,K,6,36.36
Kenneth Walters,Cowboys,K,14,102.32
Keith Orozco,49ers,RB,9,173.41
Aaron Charles,Eagles,QB,3,69.49
Samuel Watkins,Chiefs,DEF,5,44.33
Shawn Woodard,Redskins,QB,6,171.12
Jared Sweeney,Redskins,WR,16,312.46
David Delacruz,Titans,K,6,31.22
Charles Sanders,Bengals,K,16,117.46
Nicholas Thompson,49ers,K,10,81.67
Joshua Downs,Vikings,TE,11,95.98
Andrew Bell,Jets,RB,6,109.51
Patrick Craig,Bears,QB,1,34.16
Larry White,Titans,RB,3,65.15
Johnathan Williams,Redskins,DEF,7,81.42
Stephen Hernandez,Panthers,RB,11,226.94
John Wood,Buccaneers,WR,16,277.26
Timothy Kim,Chargers,TE,2,19.41
David Jackson,Ravens,QB,14,414.11
Shawn Mccormick,Eagles,RB,3,44.9
Douglas Warren,Cardinals,TE,4,45.3
Micheal Lopez,Cardinals,RB,8,168.88
Michael Garcia,Falcons,WR,14,219.18
Mark Lee,Steelers,WR,16,319.97
Brandon Robbins,Titans,DEF,9,77.87
Sean Walker,Broncos,K,14,107.85
